fid,bin,bbl,gr_area,bldg_area,prop_gr,cnstrct_yr,doitt_id,heightroof,feat_code,groundelev,qa,notes,classified,digitized,newlyadded,original_source,address,borough,ownertype,zonedist1,spdist1,bbl_fixed,xcoord,ycoord
1,3393257.00000,3013530001,971.97562,14057.66054,0.06914,1921.00000,485656.00000,59.24000,2100,90.00000,Good,,1,1,0,DPR,119 TROY AVENUE,BK,C,PARK,,0,-73.93491,40.67389
2,1010518.00000,1006060004,696.97393,4463.34665,0.15616,1920.00000,63711.00000,13.69000,2100,21.00000,Good,,1,0,0,classification,18 GREENWICH AVENUE,MN,,C1-6,,0,-73.99982,40.73481
3,1010288.00000,1005947501,293.99617,13217.61133,0.02224,1909.00000,84851.00000,93.78000,2100,7.00000,Good,,1,0,0,classification,479 GREENWICH STREET,MN,,C6-2A,,0,-74.00906,40.72480
4,1001596.00000,1001467503,759.21592,4311.07761,0.17611,1920.00000,821215.00000,99.98000,2100,21.00000,Good,,1,0,0,classification,104 READE STREET,MN,,C6-2A,TMU,0,-74.00836,40.71595
5,2117344.00000,2023597501,7204.18379,35891.53358,0.20072,2010.00000,1257143.00000,206.20024,2100,10.00000,Good,,1,1,0,greenroofs.com,700-704 BROOK AVENUE,BX,,C6-2,,0,-73.91227,40.81906
6,1042879.00000,1014070068,155.30903,1124.72141,0.13809,1915.00000,599.00000,54.64000,2100,62.00000,Good,,1,0,0,classification,112 EAST 73 STREET,MN,P,R8B,,0,-73.96282,40.77134
7,1012012.00000,1006377501,147.79476,5813.54837,0.02542,1913.00000,704281.00000,118.66000,2100,13.00000,Good,,1,0,0,classification,155 PERRY STREET,MN,P,C1-6A,,0,-74.00885,40.73503
8,1019510.00000,1008960017,215.61508,4939.83407,0.04365,1988.00000,234905.00000,66.38000,2100,30.00000,Good,,1,0,0,classification,235 EAST 14 STREET,MN,P,C1-6A,,0,-73.98540,40.73294
9,1002851.00000,1002207506,230.93967,2200.35008,0.10496,0.00000,169547.00000,61.27000,2100,12.00000,Good,,1,0,0,classification,46 LAIGHT STREET,MN,,C6-2A,TMU,1,-74.00785,40.72211
10,1042871.00000,1014070068,238.54250,1130.29789,0.21104,1915.00000,327884.00000,54.01000,2100,62.00000,Good,,1,0,0,classification,112 EAST 73 STREET,MN,P,R8B,,0,-73.96287,40.77136
11,1028830.00000,1011320020,54774.35884,152909.11870,0.35822,1950.00000,109936.00000,179.77497,2100,90.00000,Good,at least some green roof,1,0,0,classification,155 WEST 60 STREET,MN,P,C4-7,L,0,-73.98513,40.77092
12,1034510.00000,1012670001,2010.15223,86153.41588,0.02333,1963.00000,36152.00000,568.15000,2100,65.00000,Good,,1,0,0,classification,1290 AVENUE OF THE AMER,MN,P,C5-2.5,MID,0,-73.97867,40.76009
13,1005136.00000,1004040027,262.88090,1615.79312,0.16269,1900.00000,495581.00000,46.43000,2100,14.00000,Good,,1,0,0,classification,546 EAST 11 STREET,MN,P,R7A,,0,-73.97994,40.72744
14,1040463.00000,1013670026,161.30000,8404.88871,0.01919,1953.00000,99559.00000,230.98000,2100,35.00000,Good,,1,0,0,classification,20 SUTTON PLACE SOUTH,MN,,R10,,0,-73.96148,40.75658
15,1087526.00000,1008270001,1237.85663,29374.64689,0.04214,2005.00000,1075771.00000,410.55639,2100,40.00000,Good,,1,0,0,classification,55 WEST 25 STREET,MN,,C6-4X,,0,-73.99113,40.74436
16,1000053.00000,1000167515,353.17593,21232.09725,0.01663,1985.00000,742252.00000,210.75000,2100,12.00000,Good,at least some green roof,1,0,0,classification,225 RECTOR PLACE,MN,X,BPC,BPC,0,-74.01624,40.70933
17,2113141.00000,2029290008,2010.38090,21270.08010,0.09452,2003.00000,1015033.00000,58.87000,2100,66.00000,Good,,1,1,0,DEP,3872 3 AVENUE,BX,P,M1-4,,0,-73.90020,40.83898
18,3398350.00000,3083380001,2295.11082,50596.83062,0.04536,0.00000,1106403.00000,36.68503,2100,16.00000,Good,,0,1,0,Visual - pre-classification,1961 BERGEN AVENUE,BK,C,R5,,0,-73.91616,40.62928
19,2006674.00000,2027650311,639.79860,1166.44824,0.54850,1920.00000,627653.00000,29.97000,2100,71.00000,Good,,1,1,0,DEP,654 MANIDA STREET,BX,P,R6,,0,-73.88793,40.81354
20,3397674.00000,3088157502,931.25208,22367.03963,0.04164,2009.00000,1074072.00000,48.85391,2100,4.00000,Good,,1,0,0,classification,2908 EMMONS AVENUE,BK,,R5,SB,0,-73.93909,40.58326
21,3337019.00000,3025570007,2807.54696,13242.80992,0.21201,1931.00000,1222254.00000,39.50932,2100,13.00000,Good,,1,0,0,classification,62 KENT STREET,BK,,M1-1,,0,-73.95866,40.73035
22,4432046.00000,4021330016,12684.27091,33358.21353,0.38024,1964.00000,733822.00000,223.78000,2100,92.00000,Good,,1,0,0,classification,102-10 66 ROAD,QN,,R7-1,,0,-73.85081,40.72834
23,1087173.00000,1003777502,188.31490,1513.20199,0.12445,0.00000,1090803.00000,78.58292,2100,10.00000,Good,,1,0,0,classification,259 EAST 7 STREET,MN,,R8B,,1,-73.97750,40.72364
24,3001548.00000,3002120001,949.92779,22260.07283,0.04267,1967.00000,2336.00000,253.02535,2100,54.00000,Good,,0,0,1,post-classification digitization,140 CADMAN PLAZA WEST,BK,P,R8,,0,-73.99122,40.70060
25,2005517.00000,2027070011,6256.81247,11437.01883,0.54707,1850.00000,276556.00000,44.78934,2100,50.00000,Good,,1,1,0,greenroofs.com,745 FOX STREET,BX,P,R7-1,,0,-73.89891,40.81539
26,1001607.00000,1001477509,2250.89456,12738.54772,0.17670,1915.00000,574061.00000,91.11000,2100,19.00000,Good,,1,0,0,classification,137 DUANE STREET,MN,,C6-2A,TMU,0,-74.00768,40.71654
27,4312089.00000,4033480037,2448.21105,49776.01725,0.04918,1989.00000,752747.00000,182.43000,2100,104.00000,Good,,1,0,0,classification,80-02 QUEENS BOULEVARD,QN,P,C4-4,,0,-73.83135,40.71335
28,2119331.00000,2057770719,2976.20933,14854.88008,0.20035,2013.00000,1264148.00000,85.79567,2100,64.00000,Good,,1,0,0,classification,3830 WALDO AVENUE,BX,,R6,,0,-73.90285,40.88837
29,1011927.00000,1006350005,1243.05979,4868.27668,0.25534,1920.00000,809469.00000,38.40000,2100,14.00000,Good,,1,0,0,classification,745 WASHINGTON STREET,MN,,C1-6A,,0,-74.00796,40.73663
30,1023449.00000,1010090001,5661.84957,30356.61653,0.18651,1925.00000,388778.00000,181.00000,2100,79.00000,Good,,1,1,0,greenroofs.com,881 7 AVENUE,MN,C,C6-6,MID,0,-73.97993,40.76507
31,1066414.00000,1001477506,180.58698,2371.06638,0.07616,2002.00000,962168.00000,80.80000,2100,19.00000,Good,,1,0,0,classification,58 THOMAS STREET,MN,,C6-2A,,0,-74.00736,40.71650
32,3398348.00000,3083380001,4160.00875,46630.52129,0.08921,0.00000,1106404.00000,41.47266,2100,15.00000,Good,,0,1,0,DEP,1961 BERGEN AVENUE,BK,C,R5,,0,-73.91730,40.63010
33,1033742.00000,1012440046,1594.04332,8081.83415,0.19724,1974.00000,351168.00000,144.75000,2100,52.00000,Good,,1,1,0,greenroofs.com,431 WEST END AVENUE,MN,X,R10A,,0,-73.98056,40.78563
34,3398156.00000,3011180001,128158.78456,200331.94844,0.63973,2011.00000,1250122.00000,137.51940,2100,43.00000,Good,,1,1,0,greenroofs.com,620 ATLANTIC AVENUE,BK,P,C6-1,DB,0,-73.97516,40.68260
35,,3002450015,562.92617,,,,,,,,Good,No Building in older building footprint dataset,0,0,1,Visual - pre-classification,268 FURMAN STREET,BK,M,M2-1,SV-1,1,-74.00061,40.69455
36,3391508.00000,3011170001,24015.11714,53638.87732,0.44772,1931.00000,1256930.00000,25.03122,2100,70.00000,Good,,1,1,0,greenroofs.com,95 PROSPECT PARK WEST,BK,C,PARK,,0,-73.96419,40.65729
37,3398406.00000,3000367504,11084.32918,46505.97093,0.23834,2015.00000,1263692.00000,37.15164,5100,18.00000,Good,,1,0,0,classification,60 WATER STREET,BK,,M1-2/R8,MX-2,0,-73.99213,40.70289
38,1088437.00000,1010517502,2634.72412,47633.59408,0.05531,2008.00000,1158178.00000,609.90216,2100,25.00000,Good,,1,0,0,classification,450 WEST 42 STREET,MN,,C6-4,CL,0,-73.99449,40.75899
39,1089868.00000,1007367501,1081.76867,11177.91470,0.09678,2008.00000,1260794.00000,173.53684,2100,14.00000,Good,,1,0,0,classification,511 9 AVENUE,MN,,C1-7A,HY,0,-73.99454,40.75628
40,1088288.00000,1020320023,469.64796,7257.18321,0.06471,2010.00000,1256136.00000,83.56929,2100,20.00000,Good,,1,0,0,classification,203 WEST 146 STREET,MN,P,R7-2,,0,-73.93918,40.82269
41,3424696.00000,3023410009,1837.85576,47544.28063,0.03866,2015.00000,1257293.00000,70.97734,2100,16.00000,Good,,1,0,0,classification,204 WYTHE AVENUE,BK,,M1-2/R6A,MX-8,0,-73.96241,40.71829
42,1008028.00000,1005160026,191.46897,10454.46032,0.01831,1900.00000,540640.00000,87.56150,2100,21.00000,Good,,1,0,0,classification,474 WEST BROADWAY,MN,,M1-5A,,0,-74.00066,40.72690
43,1012347.00000,1006950015,4517.89317,36935.52211,0.12232,2001.00000,850090.00000,168.13000,2100,8.00000,Good,at least some green roof,1,0,0,classification,527 WEST 23 STREET,MN,,C6-3A,WCH,0,-74.00533,40.74864
44,1087848.00000,1000167519,4277.82474,14749.36690,0.29003,2008.00000,1112282.00000,230.13792,2100,16.00000,Good,,1,1,0,Visual - pre-classification,300 NORTH END AVENUE,MN,X,BPC,BPC,0,-74.01429,40.71660
45,1087782.00000,1015997502,4237.16053,51609.65190,0.08210,2006.00000,1106436.00000,143.18311,2100,22.00000,Good,,1,1,0,Visual - pre-classification,40 WEST 116 STREET,MN,,C4-5X,,0,-73.94842,40.80101
46,1088463.00000,1015147502,1358.93825,30570.36384,0.04445,2007.00000,1109575.00000,222.06194,2100,83.00000,Good,,1,0,0,classification,150 EAST 86 STREET,MN,,C5-1A,,0,-73.95527,40.77893
47,2097176.00000,2025390002,6643.99713,13488.75081,0.49256,1934.00000,62208.00000,41.02007,2100,6.00000,Good,,1,0,0,classification,MAJ WM DEEGAN BLVD,BX,C,M2-1,HRW,0,-73.93150,40.82441
48,1031181.00000,1011960029,603.44243,15623.95368,0.03862,1926.00000,750505.00000,203.75119,2100,97.00000,Good,,1,0,0,classification,225 CENTRAL PARK WEST,MN,,R10A,,0,-73.97130,40.78298
49,1041637.00000,1013890001,837.53225,12549.97811,0.06674,1940.00000,120983.00000,210.49000,2100,63.00000,Good,,1,0,0,classification,930 5 AVENUE,MN,,R10,PI,0,-73.96563,40.77381
50,1010595.00000,1006070060,133.46125,1233.96436,0.10816,1910.00000,60677.00000,55.13000,2100,23.00000,Good,,1,0,0,classification,129 WEST 11 STREET,MN,,R6,,0,-73.99939,40.73606
51,2001565.00000,2023870035,1445.95475,11745.58295,0.12311,1899.00000,128470.00000,32.57000,2100,29.00000,Good,,1,0,0,classification,1079 WASHINGTON AVENUE,BX,P,M1-1/R7-2,MX-7,0,-73.90918,40.82825
52,1081034.00000,1011637503,2103.64523,14160.30702,0.14856,2008.00000,1114356.00000,240.99532,2100,73.00000,Good,,1,0,0,classification,200 WEST 72 STREET,MN,,C4-6A,,0,-73.98248,40.77862
53,1041673.00000,1013890069,514.28221,5127.10378,0.10031,1955.00000,26025.00000,173.10000,2100,65.00000,Good,,1,0,0,classification,936 5 AVENUE,MN,,R10,PI,0,-73.96542,40.77420
54,1078811.00000,1009247501,800.88618,2197.37991,0.36447,1910.00000,448315.00000,54.75000,2100,20.00000,Good,,1,0,0,classification,302 EAST 19 STREET,MN,,R9A,,0,-73.98253,40.73523
55,1083844.00000,1011300001,6416.03608,62987.49145,0.10186,1998.00000,1001216.00000,80.43000,2100,99.00000,Good,,1,0,0,classification,200 CENTRAL PARK WEST,MN,C,PARK,,0,-73.97376,40.78174
56,1087494.00000,1005947505,742.96096,8645.27566,0.08594,2005.00000,995640.00000,136.32000,2100,9.00000,Good,,1,0,0,classification,255 HUDSON STREET,MN,,C6-2A,,0,-74.00815,40.72465
57,1083211.00000,1013730001,4160.07098,177959.30685,0.02338,1975.00000,146525.00000,71.18000,5110,12.00000,Good,,1,0,0,classification,40 RIVER ROAD,MN,C,R7-2,SRI,0,-73.94739,40.76373
58,2086088.00000,2059250325,1794.57438,3370.47280,0.53244,1960.00000,43764.00000,28.75350,2100,152.00000,Good,,1,0,0,classification,4690 HADLEY AVENUE,BX,,R1-1,NA-2,0,-73.91392,40.89442
59,1015535.00000,1008230041,1535.04209,2776.80321,0.55281,1910.00000,833876.00000,64.15000,2100,39.00000,Good,,0,1,0,DEP,164 5 AVENUE,MN,P,C6-4M,,0,-73.99065,40.74065
60,3330272.00000,3004590024,3303.52580,10912.93430,0.30272,2011.00000,1115846.00000,96.49077,2100,53.00000,Good,,1,1,0,greenroofs.com,360 SMITH STREET,BK,P,R6B,,0,-73.99580,40.67940
61,1088438.00000,1018527502,5268.15774,22732.56068,0.23175,2008.00000,1025316.00000,183.18716,2100,96.00000,Good,,1,0,0,classification,801 AMSTERDAM AVENUE,MN,,R7-2,,0,-73.96863,40.79603
62,1014731.00000,1007950037,411.71793,10791.48166,0.03815,1901.00000,711030.00000,149.46000,2100,33.00000,Good,,1,0,0,classification,635 AVENUE OF THE AMER,MN,,C6-2A,,0,-73.99483,40.74075
63,1081456.00000,1017300055,909.16056,11265.43249,0.08070,1931.00000,691709.00000,60.40000,2100,18.00000,Good,,0,1,0,DPR,35 WEST 134 STREET,MN,C,R7-2,,0,-73.93939,40.81293
64,2113538.00000,2032910016,3331.33043,29208.25487,0.11405,1931.00000,306217.00000,98.48712,2100,114.00000,Good,,1,1,0,greenroofs.com,323 EAST 198 STREET,BX,X,R7B,,0,-73.88727,40.86823
65,1087704.00000,1011517503,4479.26506,30171.56370,0.14846,2007.00000,1107689.00000,356.50847,2100,35.00000,Good,,1,0,0,classification,555 WEST 59 STREET,MN,,C6-2,,0,-73.98913,40.77160
66,1087315.00000,1013737503,670.84937,9379.86968,0.07152,2007.00000,1097636.00000,189.53566,2100,21.00000,Good,,1,0,0,classification,415 MAIN STREET,MN,X,R7-2,,0,-73.95366,40.75831
67,1011690.00000,1006280017,519.35660,16159.87826,0.03214,1900.00000,159033.00000,87.40737,2100,19.00000,Good,,1,0,0,classification,652 HUDSON STREET,MN,P,C1-6,,0,-74.00500,40.73972
68,1035732.00000,1012890036,6957.59067,30685.17120,0.22674,1952.00000,749412.00000,269.43000,2100,53.00000,Good,at least some green roof,1,0,0,classification,380 PARK AVENUE,MN,P,C5-3,MID,0,-73.97294,40.75945
69,3062886.00000,3024030001,8317.77850,37569.40677,0.22140,1920.00000,489335.00000,31.74940,2100,26.00000,Good,,1,0,0,classification,285 KENT AVENUE,BK,,M3-1,,0,-73.96629,40.71510
70,1085922.00000,1018190203,25420.68737,63467.50934,0.40053,0.00000,420817.00000,35.82000,2100,14.00000,Good,,1,1,0,greenroofs.com/DPR,203 RANDALLS ISLAND,MN,C,PARK,,0,-73.92309,40.79931
71,1088117.00000,1009140036,2732.21116,34643.53424,0.07887,2002.00000,996675.00000,213.05000,2100,22.00000,Good,,1,0,0,classification,222 EAST 34 STREET,MN,,C1-9A,TA,0,-73.97693,40.74500
72,1078025.00000,1003820100,5869.25534,20925.03120,0.28049,1950.00000,301255.00000,181.94000,2100,9.00000,Good,,1,0,0,classification,162 AVENUE C,MN,P,R7-2,,0,-73.97654,40.72602
73,1090009.00000,1013730001,932.01271,11086.31940,0.08407,,1268364.00000,20.84166,5100,14.00000,Good,,1,0,0,classification,40 RIVER ROAD,MN,C,R7-2,SRI,0,-73.95111,40.75948
74,1078023.00000,1003820100,6410.35780,23147.30052,0.27694,1950.00000,852103.00000,18.74000,2100,9.00000,Good,,1,0,0,classification,162 AVENUE C,MN,P,R7-2,,0,-73.97673,40.72580
75,1041480.00000,1013870062,486.18411,1612.59424,0.30149,1920.00000,192108.00000,53.95000,2100,65.00000,Good,,1,0,0,classification,18 EAST 73 STREET,MN,,R8B,,0,-73.96567,40.77258
76,2013546.00000,2031490140,1914.37713,11733.77882,0.16315,1921.00000,268147.00000,55.73676,2100,109.00000,Good,,1,1,0,DEP,2201 VALENTINE AVENUE,BX,X,R7-1,,0,-73.89905,40.85522
77,1087522.00000,1007967504,1374.29334,18241.65949,0.07534,1900.00000,184610.00000,101.98000,2100,35.00000,Good,,1,0,0,classification,655 AVENUE OF THE AMER,MN,,C6-2A,,0,-73.99456,40.74140
78,3326039.00000,3002530063,788.48449,1413.83079,0.55769,1900.00000,730449.00000,23.50496,2100,70.00000,Good,,1,0,0,classification,82 REMSEN STREET,BK,,R6,,0,-73.99561,40.69392
79,1008863.00000,1005510122,425.44850,1044.25049,0.40742,1899.00000,272401.00000,31.04000,2100,23.00000,Good,,1,0,0,classification,7 MAC DOUGAL ALLEY,MN,,R6,LC,0,-73.99785,40.73253
80,1088152.00000,1018337507,7073.72978,15968.65366,0.44298,2007.00000,1108313.00000,161.57220,2100,84.00000,Good,,1,0,0,classification,805 COLUMBUS AVENUE,MN,,R7-2,,0,-73.96568,40.79494
81,5106799.00000,5004870100,1019.84517,13084.49875,0.07794,1931.00000,724887.00000,24.94000,2100,13.00000,Good,,0,1,0,DPR,355 FRONT STREET,SI,C,C4-2A,SW,0,-74.07463,40.63678
82,1088574.00000,1010637503,1589.30071,22597.72723,0.07033,2008.00000,1110773.00000,113.26183,2100,40.00000,Good,,1,0,0,classification,800 10 AVENUE,MN,,C6-2,CL,0,-73.98978,40.76676
83,1037550.00000,1013167501,1854.07615,26198.24423,0.07077,0.00000,278642.00000,249.47000,2100,40.00000,Good,,1,0,0,classification,205 EAST 42 STREET,MN,,C5-3,MID,1,-73.97365,40.75062
84,1008674.00000,1005390019,135.21099,1779.20849,0.07600,1910.00000,142310.00000,49.68000,2100,26.00000,Good,,1,0,0,classification,82 WEST 3 STREET,MN,P,R7-2,,0,-73.99899,40.72966
85,1079025.00000,1003160200,612.94912,1669.81243,0.36708,1910.00000,313654.00000,62.91000,2100,7.00000,Good,,1,0,0,classification,GRAND STREET,MN,C,PARK,,0,-73.97615,40.71279
86,1008451.00000,1005290062,244.60510,5946.03139,0.04114,1900.00000,817730.00000,86.79000,2100,42.00000,Good,,1,0,0,classification,43 BLEECKER STREET,MN,,M1-5B,,0,-73.99419,40.72590
87,1040155.00000,1013640022,975.26256,27743.43838,0.03515,1931.00000,662448.00000,355.15950,2100,28.00000,Good,a lower level/courtyard area,1,0,0,classification,435 EAST 52 STREET,MN,,R10,,0,-73.96303,40.75462
88,1009807.00000,1005830049,202.51842,1626.06167,0.12455,1901.00000,667960.00000,44.26000,2100,18.00000,Good,,1,0,0,classification,12 ST LUKES PLACE,MN,,R6,,0,-74.00572,40.73024
89,1000824.00000,1000250019,1886.28023,24267.39459,0.07773,1900.00000,487361.00000,299.41000,2100,9.00000,Good,,1,1,0,Visual - pre-classification,25 BROAD STREET,MN,P,C5-5,LM,0,-74.01086,40.70604
90,2124472.00000,2025050003,1380.32478,6938.30492,0.19894,2011.00000,1256073.00000,83.12288,2100,87.00000,Good,,1,0,0,greenroofs.com,1070 ANDERSON AVENUE,BX,P,R7-1,,0,-73.92575,40.83384
91,1089395.00000,1007000009,3798.17257,66508.09610,0.05711,2013.00000,1263427.00000,328.63697,2100,10.00000,Good,,1,0,0,classification,539 WEST 28 STREET,MN,,C6-3,WCH,0,-74.00349,40.75177
92,1088469.00000,1000580001,788.40888,52632.87752,0.01498,2009.00000,1114961.00000,1408.37790,5100,5.00000,Good,,1,0,0,classification,185 GREENWICH STREET,MN,O,C6-4,LM,0,-74.01280,40.71256
93,1089707.00000,1000560015,4603.87873,23032.85430,0.19988,0.00000,1257095.00000,53.28397,5100,5.00000,Good,,1,0,0,classification,148 WASHINGTON STREET,MN,P,C6-9,LM,0,-74.01389,40.71042
94,1045277.00000,1014550021,4321.90570,23767.51926,0.18184,2009.00000,1191377.00000,384.25997,2100,24.00000,Good,,1,0,0,classification,1113 YORK AVENUE,MN,,C4-7,,0,-73.95931,40.75985
95,4539949.00000,4004350013,9109.50735,48599.69000,0.18744,2010.00000,1114250.00000,467.35025,2100,4.00000,Good,,1,0,0,classification,43-10 CRESCENT STREET,QN,,M1-6/R10,LIC,0,-73.94298,40.74852
96,2119193.00000,2030690101,1329.25690,4169.53138,0.31880,2010.00000,1257049.00000,72.81906,2100,80.00000,Good,,1,0,0,classification,623 EAST 179 STREET,BX,P,R7-1,,0,-73.89147,40.84769
97,3413895.00000,3027360001,2412.95078,33425.11131,0.07219,,1271509.00000,89.07643,2100,8.00000,Good,,1,0,0,classification,544 UNION AVENUE,BK,,M1-2/R6A,MX-8,0,-73.95152,40.71706
98,1004294.00000,1003530041,564.95090,2361.55890,0.23923,1900.00000,1107626.00000,41.71000,2100,30.00000,Good,,1,0,0,classification,126 DELANCEY STREET,MN,,C6-2A,,0,-73.98755,40.71872
99,3025949.00000,3010910031,779.54888,1031.84266,0.75549,1901.00000,306257.00000,31.19000,2100,157.00000,Good,,1,1,0,greenroofs.com,544 8 STREET,BK,,R7B,,0,-73.97712,40.66538
100,1084106.00000,1019700016,853.13177,10128.83036,0.08423,1926.00000,191579.00000,101.32000,2100,73.00000,Good,,1,0,0,classification,70 CONVENT AVENUE,MN,P,R7A,,0,-73.95336,40.81554
101,2009240.00000,2028810040,1232.76159,1670.34365,0.73803,2010.00000,1119176.00000,58.78001,2100,25.00000,Good,,1,0,0,classification,1854 CEDAR AVENUE,BX,P,R6,,0,-73.91903,40.85364
102,3017518.00000,3008977504,98.28570,1414.79142,0.06947,2007.00000,1202854.00000,41.00482,2100,92.00000,Good,,0,1,0,greenhomenyc.org,272 21 STREET,BK,,R6B,,0,-73.99237,40.66047
103,1006972.00000,1004710025,2748.73054,5647.66731,0.48670,1901.00000,410434.00000,89.60000,2100,27.00000,Good,at least some green roof,1,0,0,classification,176 GRAND STREET,MN,,C6-2G,LI,0,-73.99771,40.71966
104,3008837.00000,3006000005,9743.27731,12154.04754,0.80165,1953.00000,645692.00000,20.04000,2100,8.00000,Good,,1,1,0,Visual - pre-classification,169 DWIGHT STREET,BK,,M1-1,,0,-74.01111,40.67389
105,1080300.00000,1006937501,1062.58155,10531.59519,0.10089,1930.00000,475419.00000,77.08000,2100,6.00000,Good,,1,0,0,classification,532 WEST 22 STREET,MN,,M1-5,WCH,0,-74.00649,40.74748
106,2009241.00000,2028810040,272.24953,1407.50314,0.19343,2010.00000,1119281.00000,59.78891,2100,24.00000,Good,,1,0,0,classification,1854 CEDAR AVENUE,BX,P,R6,,0,-73.91896,40.85369
107,3071776.00000,3031350036,1201.25721,4302.11244,0.27922,1920.00000,389786.00000,48.97859,2100,64.00000,Good,,1,0,0,classification,21 BELVEDERE STREET,BK,X,M1-1,,0,-73.93694,40.69895
108,1086174.00000,1000160180,6688.96226,16322.46649,0.40980,2002.00000,945954.00000,284.92818,2100,13.00000,Good,,1,1,0,greenroofs.com,20 RIVER TERRACE,MN,X,BPC,BPC,0,-74.01615,40.71665
109,2114651.00000,2028720058,4805.24121,30457.14844,0.15777,2006.00000,1097727.00000,93.97136,2100,104.00000,Good,,1,0,0,classification,1404 JESUP AVENUE,BX,P,R7-1,J,0,-73.92000,40.84155
110,1088111.00000,1017830012,6043.39638,9654.38485,0.62597,2007.00000,1108312.00000,69.47594,2100,14.00000,Good,,1,0,0,classification,225 EAST 118 STREET,MN,P,R7A,,0,-73.93766,40.79884
111,1087841.00000,1009397501,810.73460,15668.09055,0.05174,2009.00000,1112075.00000,146.50472,2100,13.00000,Good,,1,0,0,classification,303 EAST 33 STREET,MN,,R8A,TA,0,-73.97527,40.74387
112,2009242.00000,2028810040,230.66276,1709.83710,0.13490,2010.00000,1119207.00000,59.78891,2100,24.00000,Good,,1,0,0,classification,1854 CEDAR AVENUE,BX,P,R6,,0,-73.91895,40.85377
113,2009243.00000,2028810040,1415.55094,2389.45499,0.59242,2010.00000,1119378.00000,71.29534,2100,28.00000,Good,,1,0,0,classification,1854 CEDAR AVENUE,BX,P,R6,,0,-73.91884,40.85386
114,1046650.00000,1014920069,1742.14459,8567.97273,0.20333,1926.00000,296980.00000,173.96071,2100,83.00000,Good,,1,0,0,classification,995 5 AVENUE,MN,,R10,PI,0,-73.96263,40.77804
115,2009245.00000,2028810040,1600.72041,2343.51732,0.68304,2010.00000,1117087.00000,51.78001,2100,32.00000,Good,,1,0,0,classification,1854 CEDAR AVENUE,BX,P,R6,,0,-73.91868,40.85401
116,1087780.00000,1016767504,578.88464,5771.03119,0.10031,2007.00000,1093641.00000,146.10767,2100,8.00000,Good,,1,1,0,Visual - pre-classification,2019 1 AVENUE,MN,,R8A,,0,-73.94113,40.78862
117,1026318.00000,1010497501,4848.07676,145737.92502,0.03327,2004.00000,950631.00000,714.91000,2100,84.00000,Good,,1,0,0,classification,35 COLUMBUS CIRCLE,MN,,C6-6,MID,0,-73.98330,40.76811
118,3063878.00000,3025030001,4622.75892,57327.04360,0.08064,1931.00000,45439.00000,38.06000,2100,12.00000,Good,,1,1,0,greenroofs.com,198 WEST STREET,BK,P,M1-2/R6A,MX-8,0,-73.95969,40.73428
119,3001641.00000,3002200111,224.84112,592.92771,0.37920,1800.00000,384177.00000,18.88761,2100,64.00000,Good,,0,1,0,classification,36 CRANBERRY STREET,BK,,R6,,0,-73.99399,40.69982
120,1002934.00000,1002260001,545.29831,62952.18649,0.00866,1930.00000,475180.00000,245.44000,2100,11.00000,Good,,1,0,0,classification,431 CANAL STREET,MN,P,M1-6,HSQ,0,-74.00637,40.72364
121,1001463.00000,1001350011,778.01438,2493.74086,0.31199,1915.00000,832334.00000,67.00000,2100,32.00000,Good,,1,0,0,classification,24 WARREN STREET,MN,,C6-3A,TMU,0,-74.00785,40.71435
122,2118451.00000,2031690002,1482.09563,6076.25410,0.24392,2008.00000,1114653.00000,107.12961,2100,72.00000,Good,,1,1,0,greenroofs.com,2066 MORRIS AVENUE,BX,P,R8,,0,-73.90496,40.85351
123,1087628.00000,1008900025,303.14072,7777.83319,0.03897,1999.00000,996672.00000,217.49000,2100,43.00000,Good,at least some green roof,1,0,0,classification,243 LEXINGTON AVENUE,MN,X,C1-9,,0,-73.97904,40.74639
124,5169276.00000,5004870100,2035.98931,4886.66136,0.41664,0.00000,1261144.00000,47.38639,2100,1.00000,Good,,1,1,0,Visual - pre-classification,355 FRONT STREET,SI,C,C4-2A,SW,1,-74.07240,40.62993
125,3413841.00000,3031740147,320.33251,1467.36072,0.21831,2011.00000,1257232.00000,46.27290,2100,46.00000,Good,,0,1,0,greenhomenyc.org,225 TROUTMAN STREET,BK,,R6,,0,-73.92721,40.70239
126,2009239.00000,2028810040,1601.83003,2214.04469,0.72349,2010.00000,1119178.00000,57.78001,2100,26.00000,Good,,1,0,0,classification,1854 CEDAR AVENUE,BX,P,R6,,0,-73.91911,40.85357
127,2015252.00000,2032480022,691.76439,10520.50885,0.06575,1926.00000,333564.00000,60.16000,2100,156.00000,Good,,1,0,0,classification,2724 UNIVERSITY AVENUE,BX,,R6,,0,-73.89956,40.86924
128,2115255.00000,2028720189,1198.76623,10996.51102,0.10901,2006.00000,1107501.00000,103.42732,2100,109.00000,Good,,1,0,0,classification,1450 JESUP AVENUE,BX,P,R7-1,,0,-73.91953,40.84215
129,1088910.00000,1008547501,5171.81253,81471.51633,0.06348,1932.00000,1273168.00000,442.41151,2100,36.00000,Good,,1,0,0,classification,11 MADISON AVENUE,MN,,C5-3,,0,-73.98658,40.74159
