fid,bin,bbl,gr_area,bldg_area,prop_gr,cnstrct_yr,doitt_id,heightroof,feat_code,groundelev,qa,notes,classified,digitized,newlyadded,original_source,address,borough,ownertype,zonedist1,spdist1,bbl_fixed,xcoord,ycoord
475,1013007.00000,1007387504,570.48497,7784.09014,0.07329,1960.00000,616480.00000,153.55550,2100,14.00000,Good,,1,0,0,classification,345 WEST 14 STREET,MN,,C6-2A,,0,-74.00440,40.74083
476,4541370.00000,4000067502,4487.43577,42864.04622,0.10469,2013.00000,1262517.00000,350.19854,2100,8.00000,Good,,1,0,0,classification,1-50 50 AVENUE,QN,,R10,SHP,0,-73.95910,40.74323
477,2002298.00000,2024350045,1565.42981,8133.34007,0.19247,1921.00000,1258921.00000,78.61483,2100,85.00000,Good,,1,0,0,classification,1201 FINDLAY AVENUE,BX,P,R7-1,,0,-73.91208,40.83233
478,3326939.00000,3087600060,8020.15353,79527.44638,0.10085,1967.00000,319827.00000,35.19196,2100,12.00000,Good,,1,0,0,classification,2001 ORIENTAL BOULEVARD,BK,O,R3-1,,0,-73.93676,40.57773
479,3070354.00000,3029167502,223.76738,1370.25973,0.16330,2009.00000,1257311.00000,56.60609,2100,32.00000,Good,,1,0,0,classification,233 DEVOE STREET,BK,,R6B,,0,-73.94055,40.71416
480,1012293.00000,1006920011,484.03192,8514.60895,0.05685,2011.00000,1255840.00000,75.41029,2100,8.00000,Good,,1,0,0,classification,537 WEST 20 STREET,MN,,M1-5,WCH,0,-74.00735,40.74673
481,1008495.00000,1005307505,1177.42007,9176.00959,0.12832,2006.00000,1043919.00000,140.92681,2100,42.00000,Good,at least some green roof,1,0,0,classification,40 BOND STREET,MN,,M1-5B,,0,-73.99313,40.72639
482,2117423.00000,2024070023,847.24651,1702.49354,0.49765,0.00000,1097655.00000,60.21819,2100,20.00000,Good,,1,0,0,classification,863 MELROSE AVENUE,BX,P,C1-4,,1,-73.91460,40.82388
483,1012207.00000,1006457501,618.89480,10322.91465,0.05995,2013.00000,817447.00000,26.49000,2100,13.00000,Good,,1,0,0,classification,837 WASHINGTON STREET,MN,,M1-5,,1,-74.00733,40.74066
484,2013325.00000,2031430173,1091.66787,1886.41102,0.57870,1911.00000,25361.00000,59.14805,2100,44.00000,Good,,1,1,0,greenroofs.com,2241 WEBSTER AVENUE,BX,P,C8-3,,0,-73.89658,40.85521
485,1087187.00000,1010207502,980.61346,11857.68069,0.08270,2005.00000,647011.00000,303.91000,2100,52.00000,Good,,1,0,0,classification,1600 BROADWAY,MN,,C6-7T,MID,0,-73.98443,40.76018
486,1046821.00000,1014960026,12761.38842,21272.80491,0.59989,1914.00000,271364.00000,86.94000,2100,97.00000,Good,,1,1,0,greenroofs.com,51 EAST 84 STREET,MN,X,R8B,,0,-73.95882,40.77955
487,1088582.00000,1012880056,1930.33026,13288.52629,0.14526,0.00000,1111415.00000,431.26215,2100,62.00000,Good,,1,0,0,classification,510 MADISON AVENUE,MN,,C5-3,MID,1,-73.97472,40.75965
488,1033104.00000,1012327501,4463.90170,10358.15562,0.43096,1915.00000,84511.00000,151.53000,2100,68.00000,Good,,1,0,0,classification,255 WEST 84 STREET,MN,,C4-6A,EC-3,0,-73.97786,40.78739
489,4009594.00000,4006390016,1942.87806,36452.23875,0.05330,2006.00000,1109543.00000,78.72630,2100,38.00000,Good,,1,0,0,classification,35-02 36 STREET,QN,C,M1-5,,0,-73.92510,40.75609
490,1077287.00000,1012640005,773.30743,46783.81639,0.01653,1937.00000,12739.00000,272.78000,2100,60.00000,Good,Part of Edging around building,1,0,0,classification,1230 AVENUE OF THE AMER,MN,P,C5-2.5,MID,0,-73.98025,40.75890
491,1012704.00000,1007200065,124.38877,1355.57325,0.09176,1900.00000,465544.00000,69.27000,2100,8.00000,Good,,1,0,0,classification,436 WEST 23 STREET,MN,,R7B,,0,-74.00280,40.74694
492,2004795.00000,2026660041,1320.51914,17176.29266,0.07688,1925.00000,145553.00000,44.58000,2100,61.00000,Good,,1,0,0,classification,811 WESTCHESTER AVENUE,BX,X,R6,,0,-73.90306,40.81917
493,3029085.00000,3011650017,201.31072,1172.05823,0.17176,1899.00000,575707.00000,44.85000,2100,117.00000,Good,,1,0,0,classification,286 PARK PLACE,BK,,R6B,,0,-73.96851,40.67635
494,1057336.00000,1018950016,4853.31489,8049.60822,0.60293,1905.00000,600920.00000,80.10000,2100,118.00000,Good,,1,0,0,classification,2881 BROADWAY,MN,P,R8,,0,-73.96602,40.80581
495,1008506.00000,1005310001,807.35365,6485.06902,0.12449,1905.00000,808892.00000,150.33000,2100,41.00000,Good,,1,0,0,classification,684 BROADWAY,MN,,M1-5B,,0,-73.99420,40.72773
496,1080629.00000,1008170072,148.00318,17285.42854,0.00856,1865.00000,437896.00000,91.93000,2100,34.00000,Good,,1,0,0,classification,24 WEST 16 STREET,MN,P,C6-2M,,0,-73.99501,40.73805
497,3023305.00000,3010300068,71.33449,781.41713,0.09129,1899.00000,281798.00000,36.75000,2100,109.00000,Good,,0,1,0,greenroofs.com,343 13 STREET,BK,,R6B,,0,-73.98532,40.66546
498,1088481.00000,1018337505,4829.78394,15442.19893,0.31277,2007.00000,1109734.00000,169.16775,2100,89.00000,Good,,1,0,0,classification,775 COLUMBUS AVENUE,MN,,R7-2,,0,-73.96649,40.79382
499,1009482.00000,1005730043,1480.52690,17896.92344,0.08273,1926.00000,193250.00000,224.68000,2100,27.00000,Good,,1,0,0,classification,24 5 AVENUE,MN,,R6,,0,-73.99602,40.73312
500,1089779.00000,1007600051,328.21840,4954.20371,0.06625,2012.00000,1268110.00000,229.28564,2100,36.00000,Good,,1,0,0,classification,312 WEST 37 STREET,MN,,C6-4M,GC,0,-73.99324,40.75428
501,5141706.00000,5000020001,8971.98379,140402.73668,0.06390,1949.00000,12677.00000,60.66000,2100,2.00000,Good,,1,1,0,DEP,1 RICHMOND TERRACE,SI,C,M1-1,SG,0,-74.07381,40.64427
502,4533416.00000,4000170028,6280.95345,37743.58151,0.16641,2000.00000,922822.00000,301.45000,2100,9.00000,Good,,1,0,0,classification,2-01 50 AVENUE,QN,P,M3-1,,0,-73.95816,40.74385
503,1083711.00000,1009910060,11006.51546,100293.99039,0.10974,1973.00000,326721.00000,28.16000,2100,7.00000,Good,,1,0,0,classification,25-00 FDR DRIVE,MN,C,C2-7,,0,-73.97324,40.73741
504,1087847.00000,1000167520,5209.33566,18377.23630,0.28347,2008.00000,1113716.00000,355.10243,2100,12.00000,Good,,1,1,0,Visual - pre-classification,200 NORTH END AVENUE,MN,X,BPC,BPC,0,-74.01482,40.71592
505,1083785.00000,1010737501,1299.81791,35050.06075,0.03708,0.00000,1260102.00000,306.54369,2100,17.00000,Good,,1,0,0,classification,550 WEST 45 STREET,MN,,C2-5,CL,1,-73.99695,40.76226
506,1042519.00000,1014040067,770.61849,2064.96018,0.37319,1901.00000,375538.00000,63.77235,2100,77.00000,Good,,1,0,0,classification,110 EAST 70 STREET,MN,,R8B,,0,-73.96425,40.76937
507,4436178.00000,4156380001,1302.42795,20492.48798,0.06356,1971.00000,681977.00000,239.53691,2100,7.00000,Good,,1,0,0,classification,125 BEACH 17 STREET,QN,P,R6,,0,-73.75148,40.59423
508,3424451.00000,3001450022,1336.41191,32520.53029,0.04109,2015.00000,1278837.00000,595.00000,2100,103.00000,Good,,0,0,1,post-classification digitization,100 WILLOUGHBY STREET,BK,P,C6-4.5,DB,0,-73.98506,40.69158
509,1010905.00000,1006130007,191.82815,716.20902,0.26784,1899.00000,537636.00000,36.83000,2100,29.00000,Good,,1,0,0,classification,279 WEST 4 STREET,MN,,R6,,0,-74.00333,40.73594
510,1020579.00000,1009287503,925.67589,16156.69127,0.05729,2007.00000,1195349.00000,230.02706,2100,15.00000,Good,at least some green roof,1,0,0,classification,340 EAST 23 STREET,MN,,C1-9A,,0,-73.97939,40.73691
511,1002961.00000,1002287502,721.16167,10629.61277,0.06784,2007.00000,1108571.00000,114.85820,2100,7.00000,Good,,1,0,0,classification,311 WEST BROADWAY,MN,,M1-5B,,0,-74.00350,40.72164
512,3144194.00000,3058260001,3637.84053,139709.62464,0.02604,1971.00000,84737.00000,258.88000,2100,56.00000,Good,,1,0,0,classification,350 65 STREET,BK,X,R7-1,BR,0,-74.02255,40.63814
513,1088879.00000,1005710001,7864.23938,30244.20846,0.26002,2011.00000,1249806.00000,208.84982,2100,37.00000,Good,,1,0,0,classification,2 EAST 14 STREET,MN,P,C6-4,,0,-73.99350,40.73544
514,4587848.00000,4156380001,5957.27300,47591.06810,0.12518,1971.00000,1260649.00000,239.53691,2100,7.00000,Good,,1,0,0,classification,125 BEACH 17 STREET,QN,P,R6,,0,-73.75220,40.59428
515,1035319.00000,1012750027,4853.21769,35647.25311,0.13615,1950.00000,100691.00000,476.29000,2100,71.00000,Good,,1,0,0,classification,100 PARK AVENUE,MN,P,C5-3,MID,0,-73.97917,40.75124
516,1028253.00000,1011200057,292.86380,5871.29028,0.04988,1920.00000,847325.00000,122.43292,2100,80.00000,Good,at least some green roof,1,0,0,classification,60 WEST 68 STREET,MN,,R8,,0,-73.98010,40.77445
517,4587847.00000,4156380001,1456.90715,12207.03417,0.11935,1971.00000,1260648.00000,239.53691,2100,7.00000,Good,,1,0,0,classification,125 BEACH 17 STREET,QN,P,R6,,0,-73.75210,40.59391
518,2123784.00000,2057810992,6402.94349,11684.97259,0.54796,1932.00000,1261895.00000,50.41000,2100,167.00000,Good,,1,1,0,DEP,3901 FIELDSTON ROAD,BX,P,R4,,0,-73.90539,40.88926
519,1041665.00000,1013890047,174.37245,1688.86878,0.10325,1930.00000,291234.00000,58.28000,2100,60.00000,Good,,1,0,0,classification,34 EAST 75 STREET,MN,,R8B,,0,-73.96359,40.77334
520,1089626.00000,1007977508,231.22609,7714.55782,0.02997,2012.00000,1262129.00000,143.21622,2100,24.00000,Good,,1,0,0,classification,151 WEST 21 STREET,MN,,C6-3A,,0,-73.99546,40.74255
521,1088292.00000,1001270001,10113.42860,28015.13466,0.36100,2010.00000,1249756.00000,226.59627,2100,8.00000,Good,,1,1,0,Visual - pre-classification,30 WEST BROADWAY,MN,C,C6-4,LM,0,-74.01110,40.71377
522,4436179.00000,4156380001,914.99223,21675.87118,0.04221,1971.00000,594638.00000,241.46103,2100,7.00000,Good,,1,0,0,classification,125 BEACH 17 STREET,QN,P,R6,,0,-73.75292,40.59421
523,4001366.00000,4001480022,79.20706,550.62527,0.14385,1925.00000,593308.00000,35.03000,2100,60.00000,Good,,0,1,0,classification,39-61 47 STREET,QN,,R4,PC,0,-73.91665,40.74748
524,1080824.00000,1009960029,2569.20959,29251.76467,0.08783,1968.00000,727018.00000,548.44000,2100,63.00000,Good,,1,1,0,greenroofs.com,1133 AVENUE OF THE AMER,MN,,C6-6,MID,0,-73.98394,40.75607
525,1066718.00000,1004697502,2960.31794,8272.21351,0.35786,1964.00000,996051.00000,151.84000,2100,37.00000,Good,,1,1,0,greenroofs.com,111 3 AVENUE,MN,,C1-9A,,0,-73.98716,40.73285
526,2117349.00000,2025270058,501.15462,17912.40947,0.02798,2011.00000,1257144.00000,60.05485,2100,82.00000,Good,,1,0,0,classification,200 WEST 167 STREET,BX,O,R7-1,,0,-73.92801,40.83798
527,3398151.00000,3017780089,773.34568,22348.48886,0.03460,1959.00000,541328.00000,30.60000,2100,42.00000,Good,,1,0,0,classification,41 KOSCIUSZKO STREET,BK,,R7A,,0,-73.95362,40.69056
528,1077284.00000,1012640005,3389.25741,58969.52955,0.05747,1937.00000,94416.00000,219.70000,2100,63.00000,Good,,1,0,0,classification,1230 AVENUE OF THE AMER,MN,P,C5-2.5,MID,0,-73.97956,40.75826
529,3019303.00000,3009450066,475.65659,885.31544,0.53727,1899.00000,141751.00000,43.02000,2100,77.00000,Good,,1,0,0,classification,117 ST JOHNS PLACE,BK,,R6B,,0,-73.97545,40.67718
530,1000058.00000,1000160125,3321.24237,155406.41589,0.02137,1987.00000,489344.00000,646.97974,2100,12.00000,Good,,1,0,0,classification,225 LIBERTY STREET,MN,O,BPC,BPC,0,-74.01587,40.71269
531,1089994.00000,1018687501,4440.82359,6399.04545,0.69398,,1268954.00000,25.15784,5110,61.00000,Good,,1,0,0,classification,241 WEST 96 STREET,MN,P,C4-6A,EC-3,1,-73.97211,40.79544
532,1088482.00000,1003450058,2560.03300,9830.20977,0.26043,2010.00000,1111886.00000,129.89968,2100,17.00000,Good,,1,0,0,classification,133 PITT STREET,MN,X,R7A,,0,-73.98178,40.72040
533,4615633.00000,4020807501,2176.99217,50858.79703,0.04280,2008.00000,1278915.00000,47.36000,2100,21.00000,Good,,1,0,0,classification,61-01 JUNCTION BOULEVARD,QN,,C4-2F,,0,-73.86328,40.73269
534,4233850.00000,4109260050,2787.41923,23980.77631,0.11624,1931.00000,156554.00000,52.35000,2100,49.00000,Good,,1,1,0,Visual - pre-classification,190-20 108 ROAD,QN,C,R3X,,0,-73.76503,40.70322
535,1057711.00000,1019077503,87.99877,1103.24003,0.07976,1910.00000,470722.00000,57.47000,2100,26.00000,Good,,0,1,0,greenhomenyc.org,145 WEST 122 STREET,MN,,R7-2,,0,-73.94858,40.80670
536,1087119.00000,1009947501,2497.76187,56374.50264,0.04431,1972.00000,16489.00000,626.93743,2100,60.00000,Good,,1,1,0,DEP,1095 AVENUE OF THE AMER,MN,,C5-3,MID,0,-73.98516,40.75482
537,1087733.00000,1012640045,1549.99690,6004.13315,0.25815,1950.00000,1107695.00000,82.36557,2100,68.00000,Good,,1,0,0,classification,10 WEST 49 STREET,MN,,C5-2.5,MID,0,-73.97856,40.75805
538,1088200.00000,1018827502,1175.01601,13474.76580,0.08720,2005.00000,1108321.00000,145.39068,2100,107.00000,Good,at least some green roof,1,0,0,classification,545 CATHEDRAL PARKWAY,MN,,R8,,0,-73.96588,40.80419
539,1039975.00000,1013480049,3828.45751,46750.45149,0.08189,1975.00000,35612.00000,300.22000,2100,46.00000,Good,at least some green roof,1,0,0,classification,300 EAST 56 STREET,MN,,R8,TA,0,-73.96550,40.75794
540,1086547.00000,1000160185,4728.31727,14459.24346,0.32701,2004.00000,996185.00000,228.02653,2100,17.00000,Good,,1,1,0,greenroofs.com,211 NORTH END AVENUE,MN,X,BPC,BPC,0,-74.01550,40.71623
541,1041796.00000,1013910014,1205.55314,19638.83166,0.06139,1949.00000,265695.00000,82.90000,2100,66.00000,Good,,1,0,0,classification,974 MADISON AVENUE,MN,,C5-1,MP,0,-73.96365,40.77465
542,1082813.00000,1000167511,756.15853,28493.02766,0.02654,1990.00000,331315.00000,104.64560,2100,13.00000,Good,,1,0,0,classification,2 SOUTH END AVENUE,MN,,BPC,BPC,0,-74.01728,40.70791
543,1075672.00000,1003790009,234.32713,558.54867,0.41953,1899.00000,221800.00000,44.52000,2100,9.00000,Good,,1,0,0,classification,400 EAST 10 STREET,MN,,R7A,,0,-73.97727,40.72563
544,3333578.00000,3040180027,153.36506,949.07861,0.16159,1930.00000,317799.00000,13.82000,5110,31.00000,Good,,1,0,0,classification,504 LINWOOD STREET,BK,P,R5,,0,-73.88271,40.67293
545,1087146.00000,1000690018,1240.68169,12952.56493,0.09579,2003.00000,987831.00000,484.52000,2100,11.00000,Good,,1,0,0,classification,2 GOLD STREET,MN,P,C5-5,LM,0,-74.00697,40.70742
546,3398996.00000,3010240036,486.31625,2466.67112,0.19715,1931.00000,1049521.00000,14.52000,2100,123.00000,Good,,1,0,0,classification,480 11 STREET,BK,,R6B,,0,-73.98343,40.66546
547,4005193.00000,4004400001,287.36044,23959.04257,0.01199,1924.00000,489430.00000,95.14000,2100,16.00000,Good,,1,0,0,classification,43-10 23 STREET,QN,,M1-4,,0,-73.94430,40.74924
548,3002421.00000,3002620018,639.32419,1182.41038,0.54070,1901.00000,566476.00000,21.83683,2100,57.00000,Good,,1,1,0,Visual - pre-classification,27 GARDEN PLACE,BK,,R6,,0,-73.99617,40.69240
549,3006784.00000,3004160040,168.10801,1217.16687,0.13811,1931.00000,572759.00000,21.42000,2100,12.00000,Good,,0,1,0,greenroofs.com,260 BOND STREET,BK,,R6B,,0,-73.98857,40.68176
550,1003051.00000,1002330026,1589.82470,9351.29658,0.17001,1930.00000,434031.00000,171.34187,2100,17.00000,Good,,1,0,0,classification,148 LAFAYETTE STREET,MN,,M1-5B,,0,-73.99994,40.71943
551,1013547.00000,1007570031,88.41092,23364.12593,0.00378,1917.00000,199867.00000,342.56060,2100,36.00000,Good,,1,0,0,classification,461 8 AVENUE,MN,,C6-4,HY,0,-73.99408,40.75170
552,1041101.00000,1013797504,554.24431,6885.46089,0.08049,1951.00000,1032877.00000,132.91000,2100,56.00000,Good,,1,0,0,classification,838 5 AVENUE,MN,,R10,PI,0,-73.96997,40.76770
553,1088093.00000,1015487502,546.87015,9996.74503,0.05470,2008.00000,1107201.00000,245.81359,2100,59.00000,Good,,1,0,0,classification,305 EAST 85 STREET,MN,,C2-8A,TA,0,-73.95171,40.77717
554,1087745.00000,1003530039,457.84657,1751.05703,0.26147,1915.00000,1107620.00000,40.75000,2100,30.00000,Good,,1,0,0,classification,130 DELANCEY STREET,MN,,C6-2A,,0,-73.98739,40.71865
555,2103486.00000,2024430078,5852.18132,115176.98495,0.05081,2007.00000,1253009.00000,82.76107,5100,27.00000,Good,,1,0,0,classification,730 CONCOURSE VILLAGE W,BX,C,R8,,0,-73.92364,40.82216
556,3335150.00000,3020230001,41338.90657,65005.55001,0.63593,1958.00000,675155.00000,142.21789,2100,12.00000,Good,,1,1,0,greenroofs.com,652 KENT AVENUE,BK,C,M3-1,,0,-73.97255,40.69840
557,1078258.00000,1013640005,737.32491,16469.09265,0.04477,1956.00000,27973.00000,184.33000,2100,33.00000,Good,at least some green roof,1,0,0,classification,415 EAST 52 STREET,MN,,R10,,0,-73.96432,40.75526
558,1089743.00000,1006367503,12505.23002,40902.16887,0.30574,2015.00000,1264179.00000,188.26950,2100,14.00000,Good,at least some green roof,1,0,0,classification,150 CHARLES STREET,MN,,C1-7,,0,-74.00926,40.73361
559,1057374.00000,1018960051,586.49427,1012.65050,0.57917,1920.00000,395288.00000,48.68000,2100,95.00000,Good,,1,0,0,classification,635 WEST 115 STREET,MN,P,R8,,0,-73.96584,40.80812
560,1046982.00000,1015020012,890.58754,2525.94748,0.35258,1899.00000,582768.00000,72.22000,2100,109.00000,Good,,1,0,0,classification,17 EAST 90 STREET,MN,X,R8B,,0,-73.95737,40.78377
561,1083956.00000,1017010001,2523.08421,46891.63383,0.05381,1974.00000,174010.00000,296.99000,2100,10.00000,Good,,1,0,0,classification,2070 1 AVENUE,MN,P,R7-2,,0,-73.93624,40.79179
562,1083955.00000,1017010001,4135.21986,72811.18134,0.05679,1974.00000,230694.00000,295.38000,2100,13.00000,Good,,1,0,0,classification,2070 1 AVENUE,MN,P,R7-2,,0,-73.93756,40.79150
563,1054488.00000,1017740056,1172.81175,9129.71873,0.12846,2008.00000,1257134.00000,75.05324,2100,19.00000,Good,,1,0,0,classification,132 EAST 126 STREET,MN,P,C4-4D,,0,-73.93730,40.80508
564,3378930.00000,3010100026,2990.93585,18106.10910,0.16519,1968.00000,962377.00000,20.29000,2100,50.00000,Good,,1,0,0,classification,288 9 STREET,BK,P,R6B,EC-1,0,-73.98809,40.66951
565,1026797.00000,1010640036,1569.37434,18475.68230,0.08494,2003.00000,996690.00000,194.90000,2100,65.00000,Good,,1,0,0,classification,831 9 AVENUE,MN,,R8,CL,0,-73.98768,40.76677
566,1017595.00000,1008690034,329.44828,35291.18572,0.00934,1963.00000,204441.00000,511.98000,2100,75.00000,Good,,1,0,0,classification,90 PARK AVENUE,MN,,C5-3,MID,0,-73.97903,40.75083
567,1088633.00000,1010737503,3915.65761,19383.67082,0.20201,0.00000,1256035.00000,166.09078,2100,-1.00000,Good,at least some green roof,1,0,0,classification,510 WEST 45 STREET,MN,X,R8,CL,1,-73.99501,40.76155
568,1046794.00000,1014957502,552.50890,2489.00896,0.22198,1947.00000,417316.00000,80.27000,2100,93.00000,Good,,1,0,0,classification,16 EAST 84 STREET,MN,,R8B,,0,-73.96048,40.77957
569,1041371.00000,1013860056,2188.01186,4977.78938,0.43955,1950.00000,154915.00000,59.12572,2100,70.00000,Good,,1,0,0,classification,888 MADISON AVENUE,MN,,C5-1,MP,0,-73.96580,40.77163
570,4536844.00000,4017870020,9075.77916,280739.54497,0.03233,2005.00000,1101383.00000,79.79556,2100,13.00000,Good,,1,1,0,greenroofs.com,123-01 ROOSEVELT AVENUE,QN,X,PARK,,0,-73.84498,40.75786
571,1043235.00000,1014130011,75.96592,1057.61853,0.07183,1899.00000,706115.00000,51.40000,2100,62.00000,Good,,1,0,0,classification,119 EAST 78 STREET,MN,P,R8B,,0,-73.95988,40.77465
572,1088709.00000,1007757502,5342.05723,22411.05807,0.23837,2011.00000,1255845.00000,119.90642,2100,25.00000,Good,,1,1,0,Visual - pre-classification,260 WEST 26 STREET,MN,,C6-2A,,0,-73.99681,40.74679
573,2127313.00000,2059000001,4774.32463,11568.82936,0.41269,,1269503.00000,51.72511,2100,168.00000,Good,,1,1,0,greenroofs.com,3545 JEROME AVENUE,BX,C,PARK,,0,-73.88095,40.88708
574,3420701.00000,3001810031,1152.82156,9723.27379,0.11856,2013.00000,1263698.00000,88.14559,2100,33.00000,Good,,1,0,0,classification,267 PACIFIC STREET,BK,,R6A,,0,-73.99013,40.68834
575,3397615.00000,3024687501,2855.11582,26346.18315,0.10837,2010.00000,1254558.00000,137.62018,2100,22.00000,Good,,1,0,0,classification,11 BROADWAY,BK,,C4-3,,0,-73.96811,40.71119
576,3335175.00000,3020230001,2199.20155,8094.45183,0.27169,1958.00000,411725.00000,65.70101,2100,7.00000,Good,,1,1,0,classification,652 KENT AVENUE,BK,C,M3-1,,0,-73.97353,40.69837
577,1076262.00000,1012657501,14475.77086,98911.47742,0.14635,1937.00000,923506.00000,834.56000,2100,64.00000,Good,,1,1,0,DEP,30 ROCKEFELLER PLAZA,MN,,C5-2.5,MID,0,-73.97996,40.75927
578,1007020.00000,1004737503,228.99776,5614.55605,0.04079,1874.00000,682655.00000,111.19642,2100,29.00000,Good,,1,0,0,classification,425 BROOME STREET,MN,,M1-5B,,0,-73.99900,40.72112
579,1087700.00000,1000087501,651.21398,9462.20378,0.06882,1985.00000,45678.00000,223.89000,2100,8.00000,Good,,1,0,0,classification,39 WHITEHALL STREET,MN,,C5-5,LM,0,-74.01277,40.70294
580,3048420.00000,3017347503,3447.42436,10443.40661,0.33011,1947.00000,950031.00000,74.10000,2100,33.00000,Good,,1,1,0,Visual - pre-classification,689 MYRTLE AVENUE,BK,,M1-2/R6A,MX-4,0,-73.95551,40.69492
581,1085866.00000,1013797503,258.75380,2486.69205,0.10406,2000.00000,917760.00000,75.84000,2100,54.00000,Good,at least some green roof,1,0,0,classification,9 EAST 64 STREET,MN,,R8B,,0,-73.96981,40.76712
582,2127466.00000,2023700013,946.32015,7700.77813,0.12289,,1269334.00000,83.25498,2100,29.00000,Good,,1,0,0,classification,1070 WASHINGTON AVENUE,BX,P,M1-1/R7-2,MX-7,0,-73.90833,40.82770
583,3094636.00000,3042110019,109.73515,847.16644,0.12953,2009.00000,1155487.00000,40.27925,2100,33.00000,Good,,1,0,0,classification,970 GLENMORE AVENUE,BK,P,R5B,,0,-73.87412,40.67618
584,1035421.00000,1012830021,9836.94976,56895.41106,0.17290,1958.00000,398448.00000,708.46000,2100,61.00000,Good,,0,1,0,Visual - pre-classification,270 PARK AVENUE,MN,P,C5-3,MID,0,-73.97635,40.75611
585,3065529.00000,3026187501,2784.67310,4755.05805,0.58562,1910.00000,738204.00000,40.53000,2100,15.00000,Good,,1,0,0,classification,86 MESEROLE AVENUE,BK,,R6B,,0,-73.95361,40.72654
586,1087186.00000,1010127501,3101.02367,71264.56887,0.04351,2003.00000,996686.00000,755.27769,2100,35.00000,Good,,1,0,0,classification,620 8 AVENUE,MN,X,M1-6,MID,0,-73.98978,40.75595
587,4004625.00000,4003830032,418.90441,941.66535,0.44485,1910.00000,150291.00000,33.01876,2100,40.00000,Good,,1,0,0,classification,30-01 39 AVENUE,QN,,M1-2/R5D,LIC,0,-73.93347,40.75316
588,1035385.00000,1012807501,144.66318,66989.06096,0.00216,1927.00000,231162.00000,389.27000,2100,48.00000,Good,,1,0,0,classification,420 LEXINGTON AVENUE,MN,,C5-3,MID,0,-73.97564,40.75268
589,2117805.00000,2024047501,2489.01856,11307.19541,0.22013,2008.00000,1115057.00000,119.48891,2100,31.00000,Good,,1,1,0,greenhomenyc.org,390 EAST 158 STREET,BX,,R8,,0,-73.91550,40.82228
590,3008050.00000,3004680014,364.76534,2050.71604,0.17787,1931.00000,1165422.00000,28.79229,2100,34.00000,Good,,1,0,0,classification,16 4 STREET,BK,P,R6B,,0,-73.99574,40.67773
591,1087840.00000,1007610043,5086.50713,48360.02327,0.10518,2007.00000,1107083.00000,252.85076,2100,36.00000,Good,,1,1,0,greenhomenyc.org,320 WEST 38 STREET,MN,,C6-4M,GC,0,-73.99328,40.75500
592,1006196.00000,1004450062,557.28110,1855.23001,0.30038,1900.00000,709738.00000,62.52000,2100,34.00000,Good,at least some green roof,1,0,0,classification,47 EAST 3 STREET,MN,P,R7A,,0,-73.98932,40.72547
593,3330647.00000,3011420040,1527.06432,5385.15572,0.28357,1930.00000,387044.00000,64.20000,2100,90.00000,Good,,1,1,0,Visual - pre-classification,1024 DEAN STREET,BK,,M1-1,,0,-73.95637,40.67751
594,1085929.00000,1000167521,1283.53231,14728.96096,0.08714,2016.00000,958112.00000,275.08419,2100,14.00000,Good,,1,0,0,classification,212 WARREN STREET,MN,X,BPC,BPC,0,-74.01571,40.71739
595,1079154.00000,1001357503,418.67095,4491.72197,0.09321,1860.00000,462035.00000,144.58000,2100,32.00000,Good,,1,0,0,classification,8 WARREN STREET,MN,,C6-3A,TMU,0,-74.00728,40.71410
596,1087591.00000,1006940039,520.21420,13116.28082,0.03966,2011.00000,1257108.00000,166.52148,2100,2.00000,Good,,1,0,0,classification,500 WEST 23 STREET,MN,,C6-3A,WCH,0,-74.00470,40.74748
597,1002987.00000,1002307502,258.77666,1953.45606,0.13247,1915.00000,58969.00000,85.73000,2100,10.00000,Good,,1,0,0,classification,8 GREENE STREET,MN,,M1-5B,,0,-74.00281,40.72067
598,1038655.00000,1013340022,209.89541,9890.28963,0.02122,1928.00000,68333.00000,256.72000,2100,58.00000,Good,,1,0,0,classification,25 TUDOR CITY PLACE,MN,P,R10,,0,-73.97040,40.74882
599,1089443.00000,1005540035,6223.15887,31007.81416,0.20070,2012.00000,1257422.00000,214.30337,2100,42.00000,Good,,1,1,0,Visual - pre-classification,51 ASTOR PLACE,MN,P,C6-1,,0,-73.98997,40.73003
600,1086018.00000,1018810003,578.03699,16830.10825,0.03435,1998.00000,913108.00000,184.22000,2100,106.00000,Good,,1,0,0,classification,2824 BROADWAY,MN,P,R9A,EC-3,0,-73.96633,40.80382
601,1001672.00000,1001550001,587.91316,15871.57862,0.03704,1927.00000,554254.00000,277.62629,2100,27.00000,Good,,1,0,0,classification,2 LAFAYETTE STREET,MN,C,C6-4,,0,-74.00426,40.71409
602,1084709.00000,1009290001,5016.49378,21137.01023,0.23733,1970.00000,748538.00000,258.78000,2100,18.00000,Good,on top of parking garage,1,0,0,classification,401 1 AVENUE,MN,P,C1-9A,TA,0,-73.97999,40.73808
603,2120184.00000,2040110210,1492.27659,34106.35031,0.04375,0.00000,1261919.00000,49.44643,2100,43.00000,Good,,1,0,0,classification,461 MORRIS PARK AVENUE,BX,C,M1-1,,0,-73.87304,40.84182
604,1087920.00000,1015317501,999.99955,18384.75864,0.05439,2007.00000,1111840.00000,74.94198,2100,75.00000,Good,,1,0,0,classification,205 EAST 85 STREET,MN,,C2-8A,,0,-73.95385,40.77832
